Profissional   |     Data                     |     Linha     |     Função                                |     Classe                                  |     URL                                                                             |     Arquivo                                                                         |     Mensagem                                          
               |     2010-09-01 10:12:10      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:12:13      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:14:38      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:14:39      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:14:40      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:15:24      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:15:25      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:15:42      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getMaxId" does not exist and was not trapped in __call()
               |     2010-09-01 10:16:48      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getMaxId" does not exist and was not trapped in __call()
               |     2010-09-01 10:16:49      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getMaxId" does not exist and was not trapped in __call()
               |     2010-09-01 10:17:14      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getMaxId" does not exist and was not trapped in __call()
               |     2010-09-01 10:17:15      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getMaxId" does not exist and was not trapped in __call()
               |     2010-09-01 10:17:59      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getMaxId" does not exist and was not trapped in __call()
               |     2010-09-01 10:18:19      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getMaxId" does not exist and was not trapped in __call()
               |     2010-09-01 10:18:48      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:19:30      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:19:55      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:20:38      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getNextId" does not exist and was not trapped in __call()
               |     2010-09-01 10:21:52      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Dispatcher\Standard.php|     Method "getInstance" does not exist and was not trapped in __call()
1              |     2010-09-01 16:13:30      |     487       |     indexAction                           |     MyBookController                        |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action.php|     Unknown connection: doctrine                      
1              |     2010-09-01 16:14:22      |     487       |     indexAction                           |     MyBookController                        |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action.php|     Unknown connection: doctrine                      
1              |     2010-09-01 16:14:49      |     487       |     indexAction                           |     MyBookController                        |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action.php|     Unknown connection: doctrine                      
1              |     2010-09-01 16:15:34      |     487       |     indexAction                           |     MyBookController                        |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action.php|     Unknown connection: doctrine                      
1              |     2010-09-01 16:15:35      |     487       |     indexAction                           |     MyBookController                        |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action.php|     Unknown connection: doctrine                      
1              |     2010-09-01 16:16:25      |     487       |     indexAction                           |     MyBookController                        |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action.php|     Unknown connection: doctrine                      
1              |     2010-09-01 16:16:43      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[23502]: Not null violation: 7 ERROR:  null value in column "sq_sistema" violates not-null constraint
1              |     2010-09-01 16:17:00      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[23502]: Not null violation: 7 ERROR:  null value in column "sq_sistema" violates not-null constraint
1              |     2010-09-01 16:17:55      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[23502]: Not null violation: 7 ERROR:  null value in column "sq_sistema" violates not-null constraint
1              |     2010-09-01 16:17:56      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[23502]: Not null violation: 7 ERROR:  null value in column "sq_sistema" violates not-null constraint
1              |     2010-09-01 16:19:18      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[23502]: Not null violation: 7 ERROR:  null value in column "sq_sistema" violates not-null constraint
1              |     2010-09-01 16:19:19      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?tx_controller=Michael                                  |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[23502]: Not null violation: 7 ERROR:  null value in column "sq_sistema" violates not-null constraint
1              |     2010-09-01 17:03:30      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[42703]: Undefined column: 7 ERROR:  column "created_at" of relation "tb_controller" does not exist LINE 1: ..._ativo, tx_controller, sq_sistema, sq_controller, created_at...                                                              ^
1              |     2010-09-01 17:03:39      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[42703]: Undefined column: 7 ERROR:  column "created_at" of relation "tb_controller" does not exist LINE 1: ..._ativo, tx_controller, sq_sistema, sq_controller, created_at...                                                              ^
1              |     2010-09-01 17:03:50      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[42703]: Undefined column: 7 ERROR:  column "created_at" of relation "tb_controller" does not exist LINE 1: ..._ativo, tx_controller, sq_sistema, sq_controller, created_at...                                                              ^
1              |     2010-09-01 17:04:03      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[42703]: Undefined column: 7 ERROR:  column "created_at" of relation "tb_controller" does not exist LINE 1: ..._ativo, tx_controller, sq_sistema, sq_controller, created_at...                                                              ^
1              |     2010-09-01 17:04:59      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[42703]: Undefined column: 7 ERROR:  column "created_at" of relation "tb_controller" does not exist LINE 1: ..._ativo, tx_controller, sq_sistema, sq_controller, created_at...                                                              ^
1              |     2010-09-01 18:04:20      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[23503]: Foreign key violation: 7 ERROR:  insert or update on table "tb_controller" violates foreign key constraint "tb_controller_sq_sistema_tb_sistema_sq_sistema" DETAIL:  Key (sq_sistema)=(121) is not present in table "tb_sistema".
1              |     2010-09-01 18:04:32      |     562       |     processSingleInsert                   |     Doctrine_Connection_UnitOfWork          |     /estrutura/my-book/index?nome=Michael                                           |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Doctrine\Connection\UnitOfWork.php|     SQLSTATE[23503]: Foreign key violation: 7 ERROR:  insert or update on table "tb_controller" violates foreign key constraint "tb_controller_sq_sistema_tb_sistema_sq_sistema" DETAIL:  Key (sq_sistema)=(1) is not present in table "tb_sistema".
