Profissional   |     Data                     |     Linha     |     Função                                |     Classe                                  |     URL                                                                             |     Arquivo                                                                         |     Mensagem                                          
               |     2010-08-16 10:39:21      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[08P01]: <<Unknown error>>: 7 ERROR:  bind message supplies 0 parameters, but prepared statement "pdo_stmt_000000000a0cd468" requires 1
               |     2010-08-16 10:41:40      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[08P01]: <<Unknown error>>: 7 ERROR:  bind message supplies 0 parameters, but prepared statement "pdo_stmt_000000000a26bd00" requires 1
               |     2010-08-16 10:41:51      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[08P01]: <<Unknown error>>: 7 ERROR:  bind message supplies 0 parameters, but prepared statement "pdo_stmt_000000000a26bd00" requires 1
               |     2010-08-16 10:42:33      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[08P01]: <<Unknown error>>: 7 ERROR:  bind message supplies 0 parameters, but prepared statement "pdo_stmt_000000000a27d468" requires 1
               |     2010-08-16 10:43:15      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[08P01]: <<Unknown error>>: 7 ERROR:  bind message supplies 0 parameters, but prepared statement "pdo_stmt_000000000a27d468" requires 1
               |     2010-08-16 10:44:06      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[08P01]: <<Unknown error>>: 7 ERROR:  bind message supplies 0 parameters, but prepared statement "pdo_stmt_000000000a0cd468" requires 1
               |     2010-08-16 10:45:39      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[08P01]: <<Unknown error>>: 7 ERROR:  bind message supplies 0 parameters, but prepared statement "pdo_stmt_000000000a0cd468" requires 1
1              |     2010-08-16 10:51:46      |               |                                           |                                             |     /estrutura/menu-profissional/excluir-profissional                               |                                                                                     |     Invalid controller specified (menu-profissional)  
1              |     2010-08-16 10:51:47      |               |                                           |                                             |     /estrutura/menu-profissional/novo-profissional                                  |                                                                                     |     Invalid controller specified (menu-profissional)  
1              |     2010-08-16 10:51:49      |               |                                           |                                             |     /estrutura/menu-profissional/excluir-profissional                               |                                                                                     |     Invalid controller specified (menu-profissional)  
1              |     2010-08-16 10:51:50      |               |                                           |                                             |     /estrutura/menu-profissional/novo-profissional                                  |                                                                                     |     Invalid controller specified (menu-profissional)  
1              |     2010-08-16 10:55:03      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:56:50      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:56:55      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:57:00      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:57:08      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:57:09      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:57:28      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:57:42      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:57:52      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:58:28      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:58:49      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:59:28      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 10:59:49      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Action "123454545454" does not exist and was not trapped in __call()
1              |     2010-08-16 11:04:22      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:06:43      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:06:44      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:07:17      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:09:30      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:09:35      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:10:41      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/123454545454/4545                                             |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:11:00      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/caixas/area-trabalho                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:11:01      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/caixas/caixa-entrada                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:11:01      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/caixas/caixa-saida                                            |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:11:03      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/menu-profissional/excluir-profissional                        |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:11:07      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/login/login                                                   |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:11:11      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/login/login                                                   |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:11:12      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/login/login                                                   |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:22:49      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/12124545454/4575                                              |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     Controler Invalido                                
1              |     2010-08-16 11:23:36      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/12124545454/4575                                              |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |                                                       
1              |     2010-08-16 11:24:38      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/12124545454/4575                                              |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |                                                       
1              |     2010-08-16 11:24:39      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/12124545454/4575                                              |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |                                                       
1              |     2010-08-16 11:25:07      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/inicio/12124545454/4575                                              |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |                                                       
               |     2010-08-16 11:50:03      |     845       |     _setupMetadata                        |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[08006] [7] missing "=" after "oc" in connection info string
               |     2010-08-16 11:50:24      |     845       |     _setupMetadata                        |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     L_V_MSG_ERRO_BANCO_DADOS_INEXISTENTE              
               |     2010-08-16 11:51:13      |     845       |     _setupMetadata                        |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     L_V_MSG_ERRO_BANCO_DADOS_INEXISTENTE              
               |     2010-08-16 11:51:15      |     845       |     _setupMetadata                        |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     L_V_MSG_ERRO_BANCO_DADOS_INEXISTENTE              
               |     2010-08-16 12:00:35      |     845       |     _setupMetadata                        |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     L_V_MSG_ERRO_BANCO_DADOS_INEXISTENTE              
               |     2010-08-16 12:02:37      |     845       |     _setupMetadata                        |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     L_V_MSG_ERRO_BANCO_DADOS_INEXISTENTE              
               |     2010-08-16 12:04:42      |     845       |     _setupMetadata                        |     Zend_Db_Table_Abstract                  |     /estrutura/login/login                                                          |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     L_V_MSG_ERRO_BANCO_DADOS_INEXISTENTE              
1              |     2010-08-16 14:12:13      |     277       |     postDispatch                          |     Zend_Controller_Action_Helper_ViewRenderer|     /estrutura/help/help                                                            |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action\HelperBroker.php|     script 'help/help.phtml' not found in path (D:/Arquivos de Programas/Xampp/htdocs/estrutura/application/modules/default/views\scripts/;./views\scripts/)
1              |     2010-08-16 16:12:02      |     277       |     postDispatch                          |     Zend_Controller_Action_Helper_ViewRenderer|     /estrutura/help/help                                                            |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action\HelperBroker.php|     script 'help/help.phtml' not found in path (D:/Arquivos de Programas/Xampp/htdocs/estrutura/application/modules/default/views\scripts/;./views\scripts/)
1              |     2010-08-16 16:55:19      |     277       |     postDispatch                          |     Zend_Controller_Action_Helper_ViewRenderer|     /estrutura/help/help                                                            |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action\HelperBroker.php|     script 'help/help.phtml' not found in path (D:/Arquivos de Programas/Xampp/htdocs/estrutura/application/modules/default/views\scripts/;./views\scripts/)
1              |     2010-08-16 17:49:03      |     277       |     postDispatch                          |     Zend_Controller_Action_Helper_ViewRenderer|     /estrutura/help/help                                                            |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action\HelperBroker.php|     script 'help/help.phtml' not found in path (D:/Arquivos de Programas/Xampp/htdocs/estrutura/application/modules/default/views\scripts/;./views\scripts/)
1              |     2010-08-17 09:32:58      |     277       |     postDispatch                          |     Zend_Controller_Action_Helper_ViewRenderer|     /estrutura/help/help                                                            |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Controller\Action\HelperBroker.php|     script 'help/help.phtml' not found in path (D:/Arquivos de Programas/Xampp/htdocs/estrutura/application/modules/default/views\scripts/;./views\scripts/)
1              |     2010-08-17 11:29:48      |               |                                           |                                             |     /estrutura/public/                                                              |                                                                                     |     Invalid controller specified (public)             
1              |     2010-08-17 11:31:48      |               |                                           |                                             |     /estrutura/public/                                                              |                                                                                     |     Invalid controller specified (public)             
1              |     2010-08-17 11:31:52      |               |                                           |                                             |     /estrutura/public/img/                                                          |                                                                                     |     Invalid controller specified (public)             
1              |     2010-08-17 11:31:54      |               |                                           |                                             |     /estrutura/public/img/asdfasd                                                   |                                                                                     |     Invalid controller specified (public)             
1              |     2010-08-17 11:31:58      |               |                                           |                                             |     /estrutura/public/img/asdfasdasdfasdf                                           |                                                                                     |     Invalid controller specified (public)             
1              |     2010-08-17 11:32:00      |               |                                           |                                             |     /estrutura/public/img/                                                          |                                                                                     |     Invalid controller specified (public)             
1              |     2010-08-17 11:32:15      |               |                                           |                                             |     /estrutura/public/                                                              |                                                                                     |     Invalid controller specified (public)             
1              |     2010-08-17 14:41:57      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/unidade-organizacional                                               |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |     e                                                 
1              |     2010-08-17 14:42:20      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/unidade-organizacional                                               |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |                                                       
1              |     2010-08-17 14:42:48      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/unidade-organizacional                                               |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |                                                       
1              |     2010-08-17 14:42:49      |     9         |     runApp                                |     Bootstrap                               |     /estrutura/unidade-organizacional                                               |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\public\index.php                |                                                       
1              |     2010-08-17 15:26:17      |               |                                           |                                             |     /estrutura/public/img/                                                          |                                                                                     |     Invalid controller specified (public)             
1              |     2010-08-17 15:26:39      |               |                                           |                                             |     /estrutura/aiosdpfoasd                                                          |                                                                                     |     Invalid controller specified (aiosdpfoasd)        
1              |     2010-08-17 15:27:09      |               |                                           |                                             |     /estrutura/jklhjklh/asdfasdfasdf                                                |                                                                                     |     Invalid controller specified (jklhjklh)           
1              |     2010-08-17 15:38:43      |     137       |     insert                                |     Zend_Db_Adapter_Abstract                |     /estrutura/unidade-organizacional/ultimo-registro                               |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Log\Writer\Db.php  |     SQLSTATE[23502]: Not null violation: 7 ERROR:  null value in column "sq_afetado" violates not-null constraint
1              |     2010-08-17 15:42:42      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/unidade-organizacional/ultimo-registro                               |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[42703]: Undefined column: 7 ERROR:  column tabela.array does not exist LINE 1: ...stitucional"."tb_unid_organiz" AS "tabela" WHERE (tabela.Arr...                                                              ^
1              |     2010-08-17 15:46:19      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/unidade-organizacional/ultimo-registro                               |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[42703]: Undefined column: 7 ERROR:  column a.array does not exist LINE 1: ...M "institucional"."tb_unid_organiz" AS "a" WHERE (a.Array = ...                                                              ^
1              |     2010-08-17 15:46:53      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/unidade-organizacional/ultimo-registro                               |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[42703]: Undefined column: 7 ERROR:  column tb_unid_organiz.array does not exist LINE 1: ...".* FROM "institucional"."tb_unid_organiz" WHERE (tb_unid_or...                                                              ^
1              |     2010-08-17 15:49:49      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/unidade-organizacional/ultimo-registro                               |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[42703]: Undefined column: 7 ERROR:  column tb_unid_organiz.array does not exist LINE 1: ...".* FROM "institucional"."tb_unid_organiz" WHERE (tb_unid_or...                                                              ^
1              |     2010-08-17 15:49:57      |     1321      |     _fetch                                |     Zend_Db_Table_Abstract                  |     /estrutura/unidade-organizacional/ultimo-registro                               |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     SQLSTATE[42601]: Syntax error: 7 ERROR:  syntax error at or near "=" LINE 1: ...nstitucional"."tb_unid_organiz" WHERE (tb_unid_organiz. = 1)                                                                    ^
1              |     2010-08-17 15:58:19      |     93        |     updateUnidadeOrganizacional           |     UnidadeOrganizacional                   |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\application\modules\default\controllers\UnidadeOrganizacionalController.php|     0 - Existing priorities cannot be overwritten     
1              |     2010-08-17 15:58:43      |     93        |     updateUnidadeOrganizacional           |     UnidadeOrganizacional                   |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\application\modules\default\controllers\UnidadeOrganizacionalController.php|     0 - Existing priorities cannot be overwritten     
1              |     2010-08-17 15:59:37      |     93        |     updateUnidadeOrganizacional           |     UnidadeOrganizacional                   |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\application\modules\default\controllers\UnidadeOrganizacionalController.php|     0 - Existing priorities cannot be overwritten     
1              |     2010-08-17 15:59:52      |     93        |     updateUnidadeOrganizacional           |     UnidadeOrganizacional                   |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\application\modules\default\controllers\UnidadeOrganizacionalController.php|     0 - Existing priorities cannot be overwritten     
1              |     2010-08-17 16:00:31      |     93        |     updateUnidadeOrganizacional           |     UnidadeOrganizacional                   |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\application\modules\default\controllers\UnidadeOrganizacionalController.php|     0 - Existing priorities cannot be overwritten     
1              |     2010-08-17 16:00:57      |     93        |     updateUnidadeOrganizacional           |     UnidadeOrganizacional                   |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\application\modules\default\controllers\UnidadeOrganizacionalController.php|     0 - Existing priorities cannot be overwritten     
1              |     2010-08-17 16:03:36      |     93        |     updateUnidadeOrganizacional           |     UnidadeOrganizacional                   |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\application\modules\default\controllers\UnidadeOrganizacionalController.php|     0 - Existing priorities cannot be overwritten     
1              |     2010-08-17 16:05:00      |     93        |     updateUnidadeOrganizacional           |     UnidadeOrganizacional                   |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\application\modules\default\controllers\UnidadeOrganizacionalController.php|     0 - Existing priorities cannot be overwritten     
1              |     2010-08-17 16:05:15      |     93        |     updateUnidadeOrganizacional           |     UnidadeOrganizacional                   |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\application\modules\default\controllers\UnidadeOrganizacionalController.php|     0 - Existing priorities cannot be overwritten     
1              |     2010-08-17 16:07:56      |     1109      |     update                                |     Zend_Db_Adapter_Abstract                |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     42601 - Instrução SQL inválida.                
1              |     2010-08-17 16:08:08      |     1109      |     update                                |     Zend_Db_Adapter_Abstract                |     /estrutura/unidade-organizacional/salvar-unidade-organizacional                 |     D:\Arquivos de Programas\Xampp\htdocs\estrutura\library\Zend\Db\Table\Abstract.php|     42601 - Instrução SQL inválida.                
